Comments,Sentiment
agradó trabajar empresa posible observar desarrollo proyectos dentro panorama real carrera,"AnalyzerOutput(output=POS, probas={POS: 0.679, NEU: 0.307, NEG: 0.014})"
muy agradable trabajar enrique,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
disfrute mucho realizar prácticas tema investigación muy interesante y supervisor siempre muy atento y respetuoso conmigo,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.020, NEG: 0.003})"
una experiencia bonita y diferente pude adquirir diferentes habilidades y descubrir diferentes herramientas,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.038, NEG: 0.002})"
buena empresa realizar prácticas embargo ambiente lboral rh y producción podría mejorar,"AnalyzerOutput(output=NEU, probas={NEU: 0.700, POS: 0.273, NEG: 0.027})"
muy bien proyecto gusto adquirí nuevos conocimientos,"AnalyzerOutput(output=POS, probas={POS: 0.967, NEU: 0.030, NEG: 0.003})"
un equipo diseño y química laboral excelente,"AnalyzerOutput(output=POS, probas={POS: 0.970, NEU: 0.025, NEG: 0.004})"
excelente ambiente trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.951, NEU: 0.044, NEG: 0.005})"
todo bien,"AnalyzerOutput(output=NEU, probas={NEU: 0.589, POS: 0.241, NEG: 0.170})"
cuestión entrega documentos decir área administrativa no sencilla y no personas flexibles o amables jefa directa todo bien una buena experiencia no sé si suficientemente relacionada área interés licenciatura,"AnalyzerOutput(output=NEU, probas={NEU: 0.896, NEG: 0.072, POS: 0.031})"
un buen lugar realizar practicas y forma trabajo aprendes nuevas habilidades y conocimientos modo ambiente permite puedas trabajar cómodamente,"AnalyzerOutput(output=POS, probas={POS: 0.950, NEU: 0.047, NEG: 0.003})"
una organización excelente proyectos muy valiosos todos integrantes organización buenos compañeros trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.022, NEG: 0.003})"
prácticas línea no oportunidad utilizar beneficios,"AnalyzerOutput(output=NEU, probas={NEU: 0.551, NEG: 0.429, POS: 0.020})"
requiere mucha responsabilidad y compromiso así tiempo trabajar bajo mucha presión y estrés embargo adquiere uno muchos conocimientos,"AnalyzerOutput(output=POS, probas={POS: 0.474, NEU: 0.436, NEG: 0.090})"
realmente una empresa aprende muchísimo industria alimentos experiencia realmente grata temas diversos interesantes incluso tuve una experiencia auditoría planta ambiente laboral muy inclusivo y pesar cuestionario indique no tal una propuesta trabajo formal no descartado posibilidad y aún platicarse responsable mayoría empleados entrado practicantes y ve oportunidades crecimiento,"AnalyzerOutput(output=POS, probas={POS: 0.903, NEU: 0.091, NEG: 0.006})"
siento no muy enfocado áreas negocios ingenieros,"AnalyzerOutput(output=NEG, probas={NEG: 0.749, NEU: 0.239, POS: 0.012})"
considero una buena organización realizar practicas tomaron cuenta realizar distintas actividades lado bueno brindaran retroalimentación tiempo actividades realicé,"AnalyzerOutput(output=POS, probas={POS: 0.905, NEU: 0.090, NEG: 0.004})"
hacer practicas aleph abrió mente posibilidades y si o organizacionesempresas necesitan hoy día o cuales principales problemas clientes trabajar mano mano da experiencia y conocimiento poder desarrollar habilidades científico y día necesidades empresas y problemas,"AnalyzerOutput(output=NEU, probas={NEU: 0.655, POS: 0.313, NEG: 0.032})"
creo momento dar indicaciones ya deberían tener mente cómo solucionar propuesta proceso creativo y producción deberían seccionados y pueden llevados una misma persona periodos tiempo distintos no solo uno,"AnalyzerOutput(output=NEU, probas={NEU: 0.812, POS: 0.128, NEG: 0.060})"
buen lugar realizar practicas trabajos relacionado área y siempre aprendiendo cosas nuevas,"AnalyzerOutput(output=POS, probas={POS: 0.961, NEU: 0.037, NEG: 0.002})"
pixolab necesita organización tiempos y entregas pues múltiples veces indicó elaboración cierta actividad terminaba no tener un seguimiento o presionaba terminar apenas otorgado uno departamentos etuux pedía tareas no iban relación nada carrera pues consistía rellenar información además respuesta daba preguntas departamento respondían pregúntale googlegoogle it brindándome única respuesta resultados búsqueda google aunado no proveían retroalimentación etuux momento urgía y exigían terminarlo cuanto parte pixolab jefe inmediato si respondía dudas mostraba receptivo y apoyaba brindándome material y ayuda necesitaba resto pixolab pocas veces dirigió palabra y hacían tendían contradecirse o dejar tareas medias pidiéndonos una cosa resultar exigiéndonos si pixolab organizara y excluyeran practicantes interactuar departamento etuux cierto dijeron no sabía administrar tiempos rama artes y humanidades y no área ingenierías si quiera haber trabajado conmigo quizás pixolab un mejor lugar crecer y aprender,"AnalyzerOutput(output=NEU, probas={NEU: 0.838, NEG: 0.134, POS: 0.028})"
estudiantes animación no recomendada ya no piden realizar actividades relacionadas carrera,"AnalyzerOutput(output=NEU, probas={NEU: 0.765, NEG: 0.208, POS: 0.028})"
proyecto participé involucró actividades diseño gráfico no posible aplicar gran parte conocimientos adquirí carrera,"AnalyzerOutput(output=NEU, probas={NEU: 0.705, NEG: 0.274, POS: 0.021})"
excelente empresa empezar vida laboral,"AnalyzerOutput(output=POS, probas={POS: 0.913, NEU: 0.083, NEG: 0.004})"
muy buena organización muy buen ambiente,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.020, NEG: 0.003})"
realmente una organización vale pena ya enseña ingresos cxc cxp almacén compras etc permite ver diferente panoramas contabilidad y deficiencias dentro empresa,"AnalyzerOutput(output=NEU, probas={NEU: 0.621, NEG: 0.281, POS: 0.098})"
excelente organización brindó apoyo suficiente desarrollar carrera ámbito laboral,"AnalyzerOutput(output=POS, probas={POS: 0.811, NEU: 0.177, NEG: 0.012})"
no sé aún si recibiré oferta contratación parte empresa puse no creo posible,"AnalyzerOutput(output=NEU, probas={NEU: 0.593, NEG: 0.395, POS: 0.012})"
una experiencia muy grata,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.021, NEG: 0.002})"
una buena empresa dejó abiertas puertas y trataron muy bien,"AnalyzerOutput(output=POS, probas={POS: 0.976, NEU: 0.022, NEG: 0.002})"
un proyecto interino universidad todo salió bien no preferido,"AnalyzerOutput(output=NEU, probas={NEU: 0.489, POS: 0.475, NEG: 0.036})"
una gran experiencia ya una empresa muy grande muchas áreas aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
excelente muy buen lugar hacer prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.021, NEG: 0.002})"
muy contacto organización y muy poca relación carrera situación complicó debido modalidad línea,"AnalyzerOutput(output=NEG, probas={NEG: 0.931, NEU: 0.064, POS: 0.005})"
gustó formar parte organización aprendí demasiadas cosas únicamente bajaría un poquito carga trabajos ya universidad si complicado siempre terminó logrando,"AnalyzerOutput(output=NEU, probas={NEU: 0.615, POS: 0.345, NEG: 0.040})"
estan muy interesante proyectos lastima linea,"AnalyzerOutput(output=POS, probas={POS: 0.469, NEU: 0.325, NEG: 0.206})"
proporcionar horario practicantes van tener atener fase contratación ya horarios muy pesados y podrían un determinante importante practicantes mejor comunicación evolucione y faurecia,"AnalyzerOutput(output=NEG, probas={NEG: 0.558, NEU: 0.428, POS: 0.013})"
una buena organización general practicas funcionales diferencia organizaciones,"AnalyzerOutput(output=POS, probas={POS: 0.621, NEU: 0.364, NEG: 0.015})"
una buena organización y aprendes mucho todo si interesa análisis datos y política mexicana gustado mayor contacto jefes,"AnalyzerOutput(output=POS, probas={POS: 0.701, NEU: 0.288, NEG: 0.011})"
aprendí muchas cosas nuevas prácticas cosas interesantes y siempre presentes superiores ayudarme resolver dudar y enseñarme temas,"AnalyzerOutput(output=POS, probas={POS: 0.904, NEU: 0.091, NEG: 0.005})"
gustaron mucho prácticas ahí,"AnalyzerOutput(output=POS, probas={POS: 0.514, NEU: 0.384, NEG: 0.102})"
creo yo actuario mejores áreas puedas aplicar conocimientos sacar estimaciones precios hacer análisis u cosas suelen visto carrera aquí ocupa mucho excel siento una herramienta un obsoleta pues siento ocupa lenguajes programación python o similares sigue una buena experiencia llena personas puedes conocer y da un vistazo puede vida laboral,"AnalyzerOutput(output=NEU, probas={NEU: 0.797, POS: 0.180, NEG: 0.024})"
excelente experiencia brinda faurecia recomiendo totalmente sigan impulsando estudiantes entrar,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.024, NEG: 0.003})"
contenta,"AnalyzerOutput(output=NEU, probas={NEU: 0.509, NEG: 0.320, POS: 0.171})"
habló posibilidad contratación no solidificado oferta organización un excelente ambiente laboral,"AnalyzerOutput(output=NEU, probas={NEU: 0.734, POS: 0.240, NEG: 0.026})"
muy buena empresa y ambiente laborar bueno,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.019, NEG: 0.002})"
aprendí muchos conceptos nuevos prácticas tuve meses organización gustaron actividades realizar,"AnalyzerOutput(output=POS, probas={POS: 0.893, NEU: 0.102, NEG: 0.006})"
gustó mucho participar organización ciclica ya permitió observar desarrollo un laboratorio clínico y poner experimentar ambiente laboral,"AnalyzerOutput(output=POS, probas={POS: 0.936, NEU: 0.061, NEG: 0.004})"
mejor comunicación,"AnalyzerOutput(output=NEU, probas={NEU: 0.692, NEG: 0.157, POS: 0.151})"
todo excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.593, POS: 0.215, NEG: 0.192})"
mentors brinda un excelente clima trabajo recibo retroalimentación continua trabajo gustaría aprender organización,"AnalyzerOutput(output=POS, probas={POS: 0.770, NEU: 0.220, NEG: 0.010})"
brinden apoyo transporte o bien establecido voy ir mandaron lugar mas lejos encontraron,"AnalyzerOutput(output=NEU, probas={NEU: 0.891, NEG: 0.071, POS: 0.038})"
gustó mucho hacer prácticas cruz manuel alfaro isaac muy cuenta aprendiendo toman tiempo explicarte y responder cualquier duda pueda ir surgiendo flexibles temas relacionados universidad y trato hacia siempre excelente,"AnalyzerOutput(output=POS, probas={POS: 0.960, NEU: 0.037, NEG: 0.003})"
deberían brindar importancia alumnos prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.611, NEG: 0.273, POS: 0.117})"
una empresa muy atenta y entiende responsabilidades académicas,"AnalyzerOutput(output=POS, probas={POS: 0.926, NEU: 0.067, NEG: 0.006})"
muy buenas personas tratan respeto y no explotan o exijen injustamente oído lados hacen recomendaría lugar mejor actividad realizar relacionado animación participar o ayudar n doblaje o traducción no solo editar audios,"AnalyzerOutput(output=NEU, probas={NEU: 0.654, POS: 0.199, NEG: 0.147})"
brand backers una excelente organización realizar prácticas dan oportunidad desarrollarte ámbito gusta y trabaja áreas aprende mucho,"AnalyzerOutput(output=POS, probas={POS: 0.954, NEU: 0.042, NEG: 0.005})"
trabajo dentro organización muy bueno aprendí y puse practica temas no conocía ambiente laboral siempre muy bueno y facilito aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.948, NEU: 0.049, NEG: 0.003})"
todo muy padre un ambiente súper ameno todos,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.017, NEG: 0.003})"
gusto mucho poder ver un ambiente trabajo y visto carrera aplica vida laborar real,"AnalyzerOutput(output=POS, probas={POS: 0.951, NEU: 0.045, NEG: 0.004})"
modalidad línea lugar dudas limita comunicación,"AnalyzerOutput(output=NEU, probas={NEU: 0.681, NEG: 0.301, POS: 0.018})"
¿la organización brindó beneficios comedor transporte remuneración económica etc acordaron inicio prácticas respuesta aquí no no acordó ningún tipo beneficio,"AnalyzerOutput(output=NEU, probas={NEU: 0.785, NEG: 0.186, POS: 0.029})"
comentarios,"AnalyzerOutput(output=NEU, probas={NEU: 0.511, NEG: 0.342, POS: 0.147})"
organización no h ayuntamiento puebla colectivo análisis seguridad democracia casede,"AnalyzerOutput(output=NEU, probas={NEU: 0.666, NEG: 0.222, POS: 0.111})"
organización debería prestar atención practicantes asimismo otorgarles actividades concisas ayuden reforzar aprendizaje licenciatura,"AnalyzerOutput(output=NEU, probas={NEU: 0.664, POS: 0.286, NEG: 0.050})"
hice proyecto interno,"AnalyzerOutput(output=NEU, probas={NEU: 0.649, POS: 0.326, NEG: 0.025})"
buen lugar hacer practicas apoyan todo nunca tuve problema horarios escuela y trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.946, NEU: 0.051, NEG: 0.003})"
una buena experiencia general,"AnalyzerOutput(output=POS, probas={POS: 0.920, NEU: 0.077, NEG: 0.003})"
todo excelente una gran oportunidad crecer ingeniero sistemas muchas gracias oportunidad,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
todo muy bueno,"AnalyzerOutput(output=POS, probas={POS: 0.903, NEU: 0.086, NEG: 0.011})"
no ninguna sugerencia y comentario puedo decir muy feliz etapa y gustado mucho formar parte organización,"AnalyzerOutput(output=POS, probas={POS: 0.939, NEU: 0.056, NEG: 0.005})"
parte organización muy amables conmigo siempre pendientes y explicaban cada actividad si no llegaba entender y verdad expandí conocimientos parte cosas enseñaba organización excelente ambiente laboral y empresa,"AnalyzerOutput(output=POS, probas={POS: 0.888, NEU: 0.106, NEG: 0.007})"
gustaba ambiente club med trabajan villa duermen villa y comen clientes vivimos h clientes desarrolla mucho relación clientes gustaria trabajar club med misiones,"AnalyzerOutput(output=POS, probas={POS: 0.694, NEU: 0.296, NEG: 0.011})"
empresa tiempos muy tardados ejemplo recibir credenciales acceso tardaron medio semestre igual darnos permisos usar internet oficinas,"AnalyzerOutput(output=NEG, probas={NEG: 0.938, NEU: 0.058, POS: 0.004})"
organización muy buena permitió aprender cosas carrera manera personal ambiente trabajo bueno y cómodo experiencia agradable ethos,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.025, NEG: 0.002})"
principal problema organización no firmaban documentos tiempo aun pedía mucha anticipación muchas veces impedía entregar reportes tiempo,"AnalyzerOutput(output=NEG, probas={NEG: 0.779, NEU: 0.211, POS: 0.010})"
personal pareció muy interesante ensayo ya pude analizar investigar tema cuestión y cómo afecta colaboradores y empresas,"AnalyzerOutput(output=POS, probas={POS: 0.937, NEU: 0.060, NEG: 0.003})"
cuestiones personales no pude continuar proceso prácticas profesión empresa psp arquitectos ingenieros aún así tiempo trabaje brindaron todo apoyo necesario daban tiempo explicarme detalle tareas hacer y notaba perfecto dominio áreas correspondientes duda voy muy agradecido aprendido tiempo,"AnalyzerOutput(output=POS, probas={POS: 0.766, NEU: 0.222, NEG: 0.012})"
prácticas un traductor bien no obstante podría haber un poquito retroalimentación y cómo podría mejorar acuerdo piden lectores extranjeros yo habla anglosajona,"AnalyzerOutput(output=NEU, probas={NEU: 0.846, POS: 0.117, NEG: 0.037})"
excelente atención y compromiso formación y orientación profesional brindaron insuperable asimismo dudas surgían resultas honestidad y confianza además impulsaron pensar manera critica resolución problemas indole biólogo siento muy satisfecho,"AnalyzerOutput(output=POS, probas={POS: 0.947, NEU: 0.047, NEG: 0.006})"
